,date_heure,date,heure,effacement_necessaire,total_eolien_offshore,consommation,nucleaire_base,nucleaire_flexible,hydraulique,solaire,eolien_onshore,bioenergies,charbon,gaz,petrole,importations,exportations,soldes_echanges,step_decharge,step_charge,thermique_decharge,thermique_charge,effacement_potentiel_solaire,effacement_potentiel_eolien_onshore,effacemet_potentiel_eolien_offshore,batterie_decharge,batterie_charge,pertes,need,stock_batteries
4857,2023-07-22-09,2023-07-22,09:00,-733.3101846315512,23145.375,43345.5,0.0,0.0,4848.854643904796,47376.136363552934,2671.171372385454,1144.0,0.0,4.030735758335998,0.053500000000000006,14056.466514004058,19835.98047923375,5779.513965229691,0.0,6400.0,0.0,6400.0,0.0,733.3101846315512,0.0,0.0,7925.603591823667,6462.83673105946,-42398.63377645522,1.0
4858,2023-07-22-10,2023-07-22,10:00,-34123.451338239494,26543.75,46287.0,0.0,0.0,5085.1774508363105,81226.56639646899,2437.9738938637397,1140.0,0.0,2.418441455001599,0.053500000000000006,10936.466354004056,25295.98047923375,14359.514125229693,0.0,6400.0,0.0,6400.0,5141.727444375756,2437.9738938637397,26543.75,0.0,0.0,8865.974219154856,-55299.3393382395,1.0
4859,2023-07-22-11,2023-07-22,11:00,-53017.67082389287,30228.875,48562.5,0.0,0.0,5195.335901027609,108784.28843115838,2877.869173834948,1119.0,0.0,0.0,0.053500000000000006,7816.466194004056,30755.98047923375,22939.514285229692,0.0,6400.0,0.0,6400.0,19910.926650057925,2877.869173834948,30228.875,0.0,0.0,10885.736896898366,-74195.81904955176,1.0
4860,2023-07-22-12,2023-07-22,12:00,-47179.54083239869,33204.875,50394.0,0.0,0.0,5412.828207252442,121297.3747814485,3105.766716942218,1088.0,0.0,0.0,0.053500000000000006,16.465794004055088,44405.98047923375,44389.5146852297,0.0,6400.0,0.0,6400.0,10868.899115456472,3105.766716942218,33204.875,0.0,0.0,11488.699830871925,-80919.2608323987,1.0
4861,2023-07-22-13,2023-07-22,13:00,-41982.914390620834,35185.0,52059.0,0.0,0.0,5297.962146925337,121321.4848690888,3312.4645183917114,1082.0,0.0,0.0,0.053500000000000006,0.0,49865.98047923375,49865.98047923375,0.0,6400.0,0.0,6400.0,3485.4498722291246,3312.4645183917114,35185.0,0.0,0.0,11633.92730740841,-60258.30298314799,1.0
4862,2023-07-22-14,2023-07-22,14:00,-35193.08475492989,35870.875,49006.5,0.0,0.0,4482.60134800455,115727.96653422849,3545.6620769849683,1079.0,0.0,0.0,0.053500000000000006,0.0,54600.0,54600.0,0.0,6400.0,0.0,6400.0,0.0,3545.6620769849683,31647.422677944924,0.0,0.0,11249.430847145262,-52727.10427569614,1.0
4863,2023-07-22-15,2023-07-22,15:00,-29604.358984214734,35382.625,47896.5,0.0,0.0,4213.325149795479,110785.41789303982,4345.953445567636,1080.0,0.0,0.0,0.053500000000000006,0.0,54600.0,54600.0,0.0,6400.0,0.0,6400.0,0.0,4345.953445567636,25258.405538647097,0.0,0.0,10906.516004188206,-42404.358984214734,1.0
4864,2023-07-22-16,2023-07-22,16:00,-25601.809788933417,34142.625,46675.5,0.0,0.0,4311.243765502915,105408.8895245987,5262.843633482704,1065.0,0.0,0.0,0.053500000000000006,0.0,54600.0,54600.0,0.0,6400.0,0.0,6400.0,0.0,5262.843633482704,20338.96615545071,0.0,0.0,10513.345634650903,-38401.80978893342,1.0
4865,2023-07-22-17,2023-07-22,17:00,-13331.745415668425,32050.125000000004,46009.5,0.0,0.0,4397.86408479724,92485.93312352465,6253.933077343075,1093.0,0.0,0.0,0.053500000000000006,0.0,54600.0,54600.0,0.0,6400.0,0.0,6400.0,0.0,6253.933077343075,7077.8123383253505,0.0,0.0,9539.66336999655,-26131.745415668425,1.0
4866,2023-07-22-18,2023-07-22,18:00,0.0,29360.875,46564.5,0.0,0.0,4830.965661214378,71871.88919190534,7737.917155319095,1120.0,0.0,0.0,0.053500000000000006,0.0,54600.0,54600.0,0.0,0.0,0.0,5712.681717848107,0.0,0.0,0.0,0.0,0.0,8044.518790590718,-5712.681717848107,1.0
4867,2023-07-22-19,2023-07-22,19:00,7.275957614183426e-12,27287.75,48340.5,0.0,0.0,6240.428840657089,46797.496521630426,8919.804514314084,1085.0,0.0,159.98640000000003,30.067000000000004,0.0,54600.0,54600.0,0.0,0.0,18755.533714760517,0.0,0.0,0.0,0.0,0.0,0.0,6335.566991362112,18933.103714760517,1.0
4868,2023-07-22-20,2023-07-22,20:00,0.0,27136.625,49062.0,0.0,0.0,6875.016796695656,20975.694012708544,9327.900101727086,1114.0,0.0,319.97280000000006,60.08050000000001,0.0,54600.0,54600.0,8000.0,0.0,30700.0,0.0,0.0,0.0,0.0,1614.76345979076,0.0,4604.909813779191,40492.33345979076,0.9378937130849708
4869,2023-07-22-21,2023-07-22,21:00,3742.164133031387,27876.75,48063.0,0.0,0.0,6840.18036938557,3568.2789909244834,7838.616088336619,1127.0,0.0,399.966,90.09400000000001,7800.000400000001,40950.0,33149.999599999996,8000.0,0.0,1194.61165951797,0.0,0.0,0.0,0.0,24385.23654020924,0.0,3849.8981814052677,58364.542332758596,0.0
4870,2023-07-22-22,2023-07-22,22:00,21736.545244459758,28628.5,48895.5,0.0,0.0,6775.215144955691,0.0,8485.209169757321,1093.0,0.0,399.966,100.045,10920.00056,35490.0,24569.99944,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3895.838262029911,38121.733244459756,0.0
4871,2023-07-22-23,2023-07-22,23:00,15328.766733500852,29504.25,53668.5,0.0,0.0,8678.979033125876,0.0,8723.70658369348,1091.0,0.0,399.966,100.045,14040.000720000002,30030.0,15989.999279999998,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4311.071213177355,31704.65473350085,0.0
4872,2023-07-23-00,2023-07-23,00:00,4092.7091348014837,29837.5,51393.0,0.0,0.0,6326.107621880664,0.0,8760.806211666131,1099.0,0.0,399.966,100.045,21840.00112,16380.0,-5460.001120000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4683.1350883482755,25032.42913480148,0.0
4873,2023-07-23-01,2023-07-23,01:00,0.0,30178.499999999996,45565.5,0.0,0.0,4514.6132012113585,0.0,8999.30362560229,1142.0,0.0,399.966,10.0045,21840.00112,14782.016506079544,-7057.9846139204565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4594.0147978769555,1597.9834939204557,0.0
4874,2023-07-23-02,2023-07-23,02:00,0.0,30279.25,44122.5,0.0,0.0,4307.477653328888,0.0,8570.00821645997,1148.0,0.0,239.9796,1.00045,21840.00112,14782.016506079544,-7057.9846139204565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,792.4617099669558,4545.881680885221,-792.4617099669558,0.030479296537190607
4875,2023-07-23-03,2023-07-23,03:00,-3.637978807091713e-12,29887.875,41791.5,0.0,0.0,4259.459873518676,0.0,7674.317850274222,1156.0,0.0,143.98775999999998,0.10004500000000002,21840.00112,14782.016506079544,-7057.9846139204565,0.0,0.0,0.0,0.0,0.0,3.637978807091713e-12,0.0,0.0,1798.720884190705,4446.6471156655025,-1798.720884190705,0.09966086900606387
4876,2023-07-23-04,2023-07-23,04:00,0.0,29322.125,40515.0,0.0,0.0,4311.243765502915,0.0,6911.126029592665,1157.0,0.0,86.392656,0.010004500000000003,21840.00112,14782.016506079544,-7057.9846139204565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1834.4826605021917,4353.542266156692,-1834.4826605021917,0.17021789440999432
4877,2023-07-23-05,2023-07-23,05:00,0.0,28016.25,41347.5,0.0,0.0,4263.225985692705,0.0,6821.026967404027,1161.0,0.0,51.835593599999996,0.053500000000000006,21840.00112,14782.016506079544,-7057.9846139204565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.46542255673194,0.0,4250.484940316772,369.46542255673194,0.15600768585012
4878,2023-07-23-06,2023-07-23,06:00,1.8189894035458565e-12,27663.625000000004,44566.5,0.0,0.0,4348.904766916279,0.0,6100.234710109565,1153.0,0.0,31.101356159999995,0.053500000000000006,21840.00112,14304.33634088001,-7535.66477911999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4056.1998321031206,0.0,4179.426801551809,4533.879997302654,0.0
4879,2023-07-23-07,2023-07-23,07:00,1.8189894035458565e-12,26958.374999999996,47952.0,0.0,0.0,5328.0909440451305,2169.8994586058843,5814.037717300324,1155.0,0.0,18.660813695999995,0.053500000000000006,21840.00112,8859.473771497596,-12980.527348502404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4329.787639292594,5444.862569382414,0.0
4880,2023-07-23-08,2023-07-23,08:00,-1.8189894035458565e-12,26381.0,52669.5,0.0,0.0,6909.853244060227,17986.054863706566,4886.547658556368,1158.0,0.0,11.196488217599997,0.053500000000000006,21840.00112,8859.473771497596,-12980.527348502404,0.0,0.0,0.0,0.0,0.0,1.8189894035458565e-12,0.0,0.0,12201.71009886294,5442.0230041802215,-12201.71009886294,0.4692965422639593
4881,2023-07-23-09,2023-07-23,09:00,-1.8189894035458565e-12,26520.5,56991.840000000004,0.0,0.0,7652.716594203077,53548.294540335744,2957.368365194696,1137.0,0.0,6.717892930559998,0.053500000000000006,14040.00072,14926.462438223098,886.4617182230977,0.0,6400.0,0.0,6400.0,0.0,1.8189894035458565e-12,0.0,0.0,13798.28990113706,7346.0592733039075,-39954.99856786257,1.0
4882,2023-07-23-10,2023-07-23,10:00,-28555.844233876574,27481.500000000004,60019.365,0.0,0.0,6914.560854196034,90412.47380989409,2872.5692384205036,1074.0,0.0,4.030735758335998,0.053500000000000006,10920.000559999999,28576.462438223098,17656.461878223097,0.0,6400.0,0.0,6400.0,0.0,2872.5692384205036,25683.27499545607,0.0,0.0,9727.51702616928,-57921.73223387658,1.0
4883,2023-07-23-11,2023-07-23,11:00,-48615.276920705845,29093.5,61654.95,0.0,0.0,6580.319431557082,119175.69549812324,2904.368930978711,1033.0,0.0,2.418441455001599,0.053500000000000006,7800.000399999998,34036.4624382231,26236.4620382231,0.0,6400.0,0.0,6400.0,16617.407989727137,2904.368930978711,29093.5,0.0,0.0,11625.523986042255,-69791.16492070584,1.0
4884,2023-07-23-12,2023-07-23,12:00,-54173.47751652208,31248.0,63299.415,0.0,0.0,6497.4652043823,138391.35989742394,3068.6671690411085,1038.0,0.0,0.0,0.053500000000000006,0.0,39496.4624382231,39496.4624382231,0.0,6400.0,0.0,6400.0,19856.81034748097,3068.6671690411085,31248.0,0.0,0.0,12617.047958959316,-79725.45774218097,1.0
4885,2023-07-23-13,2023-07-23,13:00,-48386.85990543538,33321.125,64202.955,0.0,0.0,6457.921146881921,145672.57778835704,3121.6666032570934,1097.0,0.0,0.0,0.053500000000000006,0.0,53146.4624382231,53146.4624382231,0.0,6400.0,0.0,6400.0,11944.06830217829,3121.6666032570934,33321.125,0.0,0.0,13276.923837694725,-74836.85990543538,1.0
4886,2023-07-23-14,2023-07-23,14:00,-49092.28803895808,34782.0,63696.24,0.0,0.0,5868.526396550289,146950.4072936459,2755.970499159647,1090.0,0.0,0.0,0.053500000000000006,0.0,54600.0,54600.0,0.0,6400.0,0.0,6400.0,11554.317539798438,2755.970499159647,34782.0,0.0,0.0,13401.28679325491,-63345.825600734985,1.0
4887,2023-07-23-15,2023-07-23,15:00,-45061.58611254599,35599.62500000001,63007.485,0.0,0.0,6124.621242259235,141139.89899236642,2422.0740876204077,1086.0,0.0,0.0,0.053500000000000006,0.0,54600.0,54600.0,0.0,6400.0,0.0,6400.0,7039.887024925578,2422.0740876204077,35599.62500000001,0.0,0.0,13046.058852557226,-57861.58611254599,1.0
4888,2023-07-23-16,2023-07-23,16:00,-37560.48785249394,36239.0,61795.92,0.0,0.0,6246.077988863645,131037.81194915579,2400.8742658910883,1080.0,0.0,0.0,0.053500000000000006,0.0,54600.0,54600.0,0.0,6400.0,0.0,6400.0,0.0,2400.8742658910883,35159.613586602856,0.0,0.0,12390.266994273738,-50360.48785249394,1.0
4889,2023-07-23-17,2023-07-23,17:00,-20860.65650342549,36250.625,60304.08,0.0,0.0,6826.999016885445,113099.97726072984,2480.373457250836,1089.0,0.0,0.0,0.053500000000000006,0.0,54600.0,54600.0,0.0,6400.0,0.0,6400.0,0.0,2480.373457250836,18380.283046174653,0.0,0.0,11182.29173144063,-33660.65650342549,1.0
4890,2023-07-23-18,2023-07-23,18:00,0.0,34770.37499999999,59857.305,0.0,0.0,7800.536045807739,85711.0252227649,2443.273829278184,1093.0,0.0,0.0,0.053500000000000006,0.0,54600.0,54600.0,0.0,1733.6803910012677,0.0,6400.0,0.0,0.0,0.0,0.0,0.0,9227.27820684956,-8133.680391001268,1.0
4891,2023-07-23-19,2023-07-23,19:00,7.275957614183426e-12,33460.625,60537.735,0.0,0.0,8973.676418318937,55139.55395143321,2835.469610447852,1100.0,0.0,159.98640000000003,30.067000000000004,0.0,54600.0,54600.0,0.0,0.0,18413.585625556858,0.0,0.0,0.0,0.0,0.0,0.0,7118.086148614001,18591.155625556858,1.0
4892,2023-07-23-20,2023-07-23,20:00,0.0,34293.75,59039.235,0.0,0.0,8635.668883505958,20662.264106899933,2909.6688663931554,1122.0,0.0,319.97280000000006,60.08050000000001,0.0,54600.0,54600.0,8000.0,0.0,30700.0,0.0,0.0,0.0,0.0,11694.327773176876,0.0,4758.497929975933,50571.897773176875,0.5502181625701201
4893,2023-07-23-21,2023-07-23,21:00,17407.54509466939,35475.62500000001,55389.0,0.0,0.0,7266.691279579887,3182.5190277808415,3264.765019590171,1124.0,0.0,399.966,90.09400000000001,7800.000400000001,40950.0,33149.999599999996,8000.0,0.0,2086.414374443142,0.0,0.0,0.0,0.0,14305.672226823124,0.0,4064.292422886564,62842.161695935654,0.0
4894,2023-07-23-22,2023-07-23,22:00,27282.65152598264,35684.875,55389.0,0.0,0.0,6943.748133299563,0.0,4526.151569944908,1150.0,0.0,399.966,100.045,10920.00056,35490.0,24569.99944,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4128.437789227113,43667.839525982636,0.0
4895,2023-07-23-23,2023-07-23,23:00,20168.051909030743,36227.375,59382.225,0.0,0.0,8435.124021900794,0.0,5421.841936130656,1158.0,0.0,399.966,100.045,14040.000720000002,30030.0,15989.999279999998,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4538.179587062202,36543.93990903075,0.0
4896,2023-07-24-00,2023-07-24,00:00,3.637978807091713e-12,36812.5,56703.795000000006,0.0,0.0,7239.387036508886,0.0,6068.435017551358,1160.0,0.0,399.966,100.045,18110.60117400465,16380.0,-1730.6011740046488,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4807.139228064896,25454.29948972397,0.0
4897,2023-07-24-01,2023-07-24,01:00,0.0,37292.99999999999,50005.5,0.0,0.0,5007.030873906306,0.0,6386.431622847264,1148.0,0.0,399.966,10.0045,18110.60117400465,11506.63846884764,-6603.96270515701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4700.038559053428,4873.361531152361,0.0
4898,2023-07-24-02,2023-07-24,02:00,0.0,37455.75,48285.0,0.0,0.0,4592.75979819585,0.0,6153.234144325551,1174.0,0.0,239.9796,1.00045,18110.60117400465,11506.63846884764,-6603.96270515701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1135.9567445640823,4656.872810257176,-1135.9567445640823,0.04369064402169547
4899,2023-07-24-03,2023-07-24,03:00,0.0,36634.24999999999,45898.5,0.0,0.0,4379.033584090559,0.0,5490.741176589973,1175.0,0.0,143.98775999999998,0.10004500000000002,18110.60117400465,11506.63846884764,-6603.96270515701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1853.9544054520793,4531.763722528314,-1853.9544054520793,0.1149965826929293
4900,2023-07-24-04,2023-07-24,04:00,0.0,35913.5,44344.5,0.0,0.0,4428.934399933298,0.0,4600.35074581867,1166.0,0.0,86.392656,0.010004500000000003,18110.60117400465,11506.63846884764,-6603.96270515701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.7202135685147,4418.073154983316,-1893.7202135685147,0.18783197552248757
4901,2023-07-24-05,2023-07-24,05:00,0.0,34510.75,44566.5,0.0,0.0,4717.982636919802,0.0,4043.856726586605,1169.0,0.0,51.835593599999996,0.053500000000000006,18110.60117400465,11506.63846884764,-6603.96270515701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.97246608014393,4299.111553326126,-88.97246608014393,0.19125399344864694
4902,2023-07-24-06,2023-07-24,06:00,1.8189894035458565e-12,34572.75,46953.0,0.0,0.0,4583.3445378152655,0.0,3619.8612528587296,1161.0,0.0,31.101356159999995,0.053500000000000006,18110.60117400465,11506.63846884764,-6603.96270515701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2786.2145486539957,0.0,4262.430757787857,2786.2145486539957,0.08409189542349325
4903,2023-07-24-07,2023-07-24,07:00,0.0,36176.99999999999,50005.5,0.0,0.0,5504.156156737057,2242.2293103550037,3270.0649550046155,1160.0,0.0,18.660813695999995,0.053500000000000006,18110.60117400465,11506.63846884764,-6603.96270515701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1743.0012166309098,0.0,4570.771514723445,1743.0012166309098,0.017053387091535185
4904,2023-07-24-08,2023-07-24,08:00,-1.8189894035458565e-12,37769.625,54834.0,0.0,0.0,6628.337211367294,17744.954809647075,2634.0718244843447,1155.0,0.0,11.196488217599997,0.053500000000000006,18110.60117400465,11506.63846884764,-6603.96270515701,0.0,0.0,0.0,0.0,0.0,1.8189894035458565e-12,0.0,0.0,11912.420654870139,5800.7808840031885,-11912.420654870139,0.47522341227884823
4905,2023-07-24-09,2023-07-24,09:00,0.0,39401.0,58819.455,0.0,0.0,6856.186295988973,48412.8660203682,1505.18389970534,1092.0,0.0,6.717892930559998,0.053500000000000006,10310.600774004646,14837.287294520152,4526.686520515506,0.0,6400.0,0.0,6400.0,0.0,0.0,0.0,0.0,13644.191280749947,7483.674807727614,-37064.56010642246,1.0
4906,2023-07-24-10,2023-07-24,10:00,-23869.682037215178,41133.12499999999,61410.75,0.0,0.0,6998.356599387081,78743.23723764041,874.4906245279714,1115.0,0.0,4.030735758335998,0.053500000000000006,7190.600614004645,28487.287294520152,21296.686680515508,0.0,6400.0,0.0,6400.0,0.0,874.4906245279714,22995.191412687207,0.0,0.0,9491.174979583097,-53235.57003721518,1.0
4907,2023-07-24-11,2023-07-24,11:00,-41800.71845483298,43016.375,63317.73,0.0,0.0,6991.76593316426,105143.6795884848,625.3933397629245,1122.0,0.0,2.418441455001599,0.053500000000000006,4070.6004540046442,33947.28729452015,29876.686840515507,0.0,6400.0,0.0,6400.0,0.0,625.3933397629245,41175.32511507006,0.0,0.0,11249.407650375639,-62976.60645483298,1.0
4908,2023-07-24-12,2023-07-24,12:00,-45992.444809293884,44368.75,65268.555,0.0,0.0,7384.3819140102705,119971.32530646493,630.6932751773687,1113.0,0.0,0.0,0.053500000000000006,0.0,39407.28729452015,39407.28729452015,0.0,6400.0,0.0,6400.0,993.0015341165126,630.6932751773687,44368.75,0.0,0.0,12142.774034695682,-68059.00452467674,1.0
4909,2023-07-24-13,2023-07-24,13:00,-45157.94030860269,45039.125,65827.44,0.0,0.0,6770.507514765399,134099.7811554928,826.7911257264311,1113.0,0.0,0.0,0.053500000000000006,0.0,53057.28729452015,53057.28729452015,0.0,6400.0,0.0,6400.0,0.0,826.7911257264311,44331.14918287626,0.0,0.0,13149.447835718925,-71607.94030860269,1.0
4910,2023-07-24-14,2023-07-24,14:00,-43753.021697139644,45039.12500000001,65356.799999999996,0.0,0.0,6556.781300660109,133689.91131029476,1086.488361391909,1119.0,0.0,0.0,0.053500000000000006,0.0,54600.0,54600.0,0.0,6400.0,0.0,6400.0,0.0,1086.488361391909,42666.533335747736,0.0,0.0,13124.394918064276,-58095.73440261949,1.0
4911,2023-07-24-15,2023-07-24,15:00,-40175.95798109214,44667.125,64758.51,0.0,0.0,6428.733867778392,129639.43241683718,1208.3870360672104,1058.0,0.0,0.0,0.053500000000000006,0.0,54600.0,54600.0,0.0,6400.0,0.0,6400.0,0.0,1208.3870360672104,38967.570945024934,0.0,0.0,12810.120982447797,-52975.95798109214,1.0
4912,2023-07-24-16,2023-07-24,16:00,-33053.4551461666,44093.625,63402.09,0.0,0.0,6328.932195983943,120911.61502389076,1420.3847729311476,1130.0,0.0,0.0,0.053500000000000006,0.0,54600.0,54600.0,0.0,6400.0,0.0,6400.0,0.0,1420.3847729311476,31633.07037323545,0.0,0.0,12171.922489496412,-45853.4551461666,1.0
4913,2023-07-24-17,2023-07-24,17:00,-17295.964997337767,42698.625,62000.16,0.0,0.0,6183.9373385370445,103094.33015690866,2326.675090017327,1130.0,0.0,0.0,0.053500000000000006,0.0,54600.0,54600.0,0.0,6400.0,0.0,6400.0,0.0,2326.675090017327,14969.28990732044,0.0,0.0,10880.353230982415,-30095.964997337767,1.0
4914,2023-07-24-18,2023-07-24,18:00,0.0,39842.75,61218.165,0.0,0.0,6900.437983679643,80527.37673310265,2989.1679776813608,1144.0,0.0,0.0,0.053500000000000006,0.0,54600.0,54600.0,0.0,0.0,0.0,6387.356405851191,0.0,0.0,0.0,0.0,0.0,9198.264788612458,-6387.356405851191,1.0
4915,2023-07-24-19,2023-07-24,19:00,7.275957614183426e-12,37448.0,61712.115000000005,0.0,0.0,8215.748659588946,51233.73517264571,3704.660299561379,1057.0,0.0,159.98640000000003,30.067000000000004,0.0,54600.0,54600.0,0.0,0.0,21591.490957429683,0.0,0.0,0.0,0.0,0.0,0.0,7128.573489225723,21769.060957429683,1.0
4916,2023-07-24-20,2023-07-24,20:00,0.0,36332.0,59679.705,0.0,0.0,8676.154459022599,19842.52421091793,4409.5528306840515,1058.0,0.0,319.97280000000006,60.08050000000001,0.0,54600.0,54600.0,8000.0,0.0,29598.394167251266,0.0,0.0,0.0,0.0,10930.165537167879,0.0,4947.13950504372,48706.129704419145,0.5796090178012354
4917,2023-07-24-21,2023-07-24,21:00,17579.82097747097,35909.625,56007.825000000004,0.0,0.0,7004.947285664385,3182.5190277808415,5061.445847519197,1057.0,0.0,399.966,90.09400000000001,7800.000400000001,40950.0,33149.999599999996,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,15069.834462832121,0.0,4197.42800126751,61692.18544030309,0.0
4918,2023-07-24-22,2023-07-24,22:00,26252.3504520961,35762.375,56182.095,0.0,0.0,6920.210022457076,0.0,6481.830620450345,1101.0,0.0,399.966,100.045,10920.00056,35490.0,24569.99944,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4265.68265500352,42637.5384520961,0.0
4919,2023-07-24-23,2023-07-24,23:00,19158.112824207237,35506.625,60003.270000000004,0.0,0.0,8449.246892417183,0.0,7902.2153933814925,1138.0,0.0,399.966,100.045,14040.000720000002,30030.0,15989.999279999998,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4660.941830005908,35534.00082420724,0.0
4920,2023-07-25-00,2023-07-25,00:00,5213.391874830053,35076.5,57096.735,0.0,0.0,5902.42130584411,0.0,8808.50571046767,1164.0,0.0,399.966,100.045,21840.00112,16380.0,-5460.001120000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5028.096011141824,26153.11187483005,0.0
4921,2023-07-25-01,2023-07-25,01:00,0.0,34181.375,50616.0,0.0,0.0,4395.039510693963,0.0,9280.200682997087,1173.0,0.0,399.966,10.0045,21840.00112,13633.050987275528,-8206.950132724472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4887.678683558373,2746.9490127244717,0.0
4922,2023-07-25-02,2023-07-25,02:00,0.0,32790.25,49062.0,0.0,0.0,4121.055682294599,0.0,8670.707149477495,1174.0,0.0,239.9796,1.00045,21840.00112,12914.665790690906,-8925.335329309095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4717.4710682240475,718.3851965846225,0.0
4923,2023-07-25-03,2023-07-25,03:00,1.8189894035458565e-12,31666.500000000004,46509.0,0.0,0.0,3810.3523704981353,0.0,7711.4174782468735,1165.0,0.0,143.98775999999998,0.10004500000000002,21840.00112,12914.665790690906,-8925.335329309095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.8955257848138,4542.940314412152,-227.8955257848138,0.008765212530185145
4924,2023-07-25-04,2023-07-25,04:00,0.0,30240.499999999996,45232.5,0.0,0.0,3767.9837388944798,0.0,6821.026967404027,1179.0,0.0,86.392656,0.010004500000000003,21840.00112,12412.419489785276,-9427.581630214725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.8955257848138,0.0,4375.033379940895,730.1418266904438,0.0
4925,2023-07-25-05,2023-07-25,05:00,1.8189894035458565e-12,27989.125000000004,45399.0,0.0,0.0,3804.703222291579,0.0,6492.430491279233,1168.0,0.0,51.835593599999996,0.053500000000000006,21840.00112,9610.313940763717,-12229.687179236284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4193.9778435499575,2802.1055490215585,0.0
4926,2023-07-25-06,2023-07-25,06:00,1.8189894035458565e-12,26935.125000000004,47896.5,0.0,0.0,4089.985347104055,0.0,5920.036585732293,1173.0,0.0,31.101356159999995,0.053500000000000006,21840.00112,5850.852192680661,-15989.14892731934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4099.093573458545,3759.4617480830566,0.0
4927,2023-07-25-07,2023-07-25,07:00,-1.8189894035458565e-12,26691.0,50727.0,0.0,0.0,4621.94707729938,1928.7994045463915,5586.140174193053,1168.0,0.0,18.660813695999995,0.053500000000000006,21840.00112,4755.023460058965,-17084.977659941036,0.0,0.0,0.0,0.0,0.0,1.8189894035458565e-12,0.0,0.0,0.0,4229.721486818718,1095.828732621696,0.0
4928,2023-07-25-08,2023-07-25,08:00,-1.8189894035458565e-12,26791.75,55333.5,0.0,0.0,5898.655193670082,17407.415021784058,4743.449242223291,1134.0,0.0,11.196488217599997,0.053500000000000006,21840.00112,4755.023460058965,-17084.977659941036,0.0,0.0,0.0,0.0,0.0,1.8189894035458565e-12,0.0,0.0,12390.207143261045,5347.789962575021,-12390.207143261045,0.4765464285869633
4929,2023-07-25-09,2023-07-25,09:00,1.8189894035458565e-12,26601.875,59250.134999999995,0.0,0.0,6231.955118347255,49955.905461770955,2856.669432177171,1110.0,0.0,6.717892930559998,0.053500000000000006,14040.00072,8151.3532093037575,-5888.6475106962425,0.0,6400.0,0.0,6400.0,0.0,0.0,0.0,0.0,13609.792856738955,6991.896059183237,-37095.84260598375,1.0
4930,2023-07-25-10,2023-07-25,10:00,-27996.827569042813,26845.999999999996,62521.86,0.0,0.0,6765.799884575107,86675.42482224514,2130.577159396722,1142.0,0.0,4.030735758335998,0.053500000000000006,10920.000559999999,21801.353209303757,10881.352649303759,0.0,6400.0,0.0,6400.0,0.0,2130.577159396722,25866.25040964609,0.0,0.0,9363.845883628723,-57362.71556904281,1.0
4931,2023-07-25-11,2023-07-25,11:00,-47505.21493580499,27861.249999999996,64189.634999999995,0.0,0.0,6692.3609177809085,115052.88654733065,2300.175412945106,1127.0,0.0,2.418441455001599,0.053500000000000006,7800.000399999998,27261.353209303757,19461.35280930376,0.0,6400.0,0.0,6400.0,17343.789522859883,2300.175412945106,27861.249999999996,0.0,0.0,11222.799217260086,-68681.10293580499,1.0
4932,2023-07-25-12,2023-07-25,12:00,-52413.43614309609,28961.75,66102.72,0.0,0.0,6471.102499382047,135088.29084261335,2422.0740876204077,1137.0,0.0,0.0,0.053500000000000006,0.0,32721.353209303757,32721.353209303757,0.0,6400.0,0.0,6400.0,21029.612055475685,2422.0740876204077,28961.75,0.0,0.0,12185.61872007311,-77965.41636875499,1.0
