Date;Heures;effacement nécessaire;Total éolien OffShore;Consommation;nucléaire base;nucléaire flexible;hydraulique;solaire;éolien onshore;biomasse;charbon;gaz - cogénérations;gaz - cycles combinés + turbines à combustion;pétrole;importations;exportations;soldes échanges;step décharge;step charge;59;80;76;14;22;44;17;33;34;85;effacement potentiel solaire;effacement potentiel éolien terrestre;effacement potentiel éolien marin
10/30;00:00;0.0;8791.3;64979.2;18518.8;10854.0;3467.2;0.0;17474.8;2144.3;0.0;758.7;5680.0;85.0;1913.5;0.0;-1913.5;0.0;0.0;1101.3;910.1;911.9;831.4;573.1;1008.9;618.5;429.9;1015.6;1390.6;0;0.000158449;0
10/30;01:00;0.0;8786.7;60085.3;18518.8;10854.0;2765.0;0.0;15369.9;2142.3;0.0;752.5;3249.6;85.0;1913.5;0.0;-1913.5;0.0;0.0;1047.6;870.6;878.9;817.0;552.9;1000.0;683.2;556.5;989.5;1390.6;0;3.63798E-12;0
10/30;02:00;0.0;8661.3;58672.1;18518.8;10854.0;2724.9;0.0;14457.9;2160.7;0.0;772.1;2772.0;85.0;1913.5;0.0;-1913.5;0.0;0.0;978.5;812.3;821.5;772.6;536.3;997.0;712.3;676.7;963.5;1390.6;0;0;0
10/30;03:00;0.0;8439.8;56371.9;18735.2;10854.0;2699.0;0.0;11546.7;2140.2;0.0;787.5;3242.5;85.0;1913.5;0.0;-1913.5;0.0;0.0;924.8;742.7;744.1;718.1;512.3;995.5;708.5;741.6;960.1;1392.1;0;0;0
10/30;04:00;0.0;8232.4;54682.4;18735.2;10854.0;2624.1;0.0;10940.1;2134.1;0.0;774.1;2338.7;85.0;1913.5;0.0;-1913.5;0.0;0.0;903.7;688.2;668.1;655.1;492.0;988.0;726.3;771.4;947.6;1392.1;0;0;0
10/30;05:00;0.0;8066.9;55284.8;18735.2;10854.0;2910.5;0.0;12300.0;2127.9;0.0;780.3;1509.8;85.0;1913.5;0.0;-1913.5;0.0;0.0;888.3;648.7;613.7;597.7;490.2;988.0;740.2;766.1;941.9;1392.1;0;0;0
10/30;06:00;0.0;7947.5;59142.5;18951.6;10854.0;3087.1;0.0;14217.6;2097.2;0.0;793.7;3473.1;85.0;1913.5;0.0;-1913.5;0.0;0.0;836.5;616.7;574.9;556.2;519.7;997.0;749.1;772.5;938.5;1386.4;0;1.1643E-07;0
10/30;07:00;0.0;7754.7;65111.3;19168.0;10854.0;5055.4;0.0;17320.1;2093.1;0.0;789.6;4797.4;85.0;1913.5;0.0;-1913.5;0.0;0.0;759.8;567.9;531.9;508.9;567.6;1002.9;752.9;787.4;904.5;1371.0;0;0;0
10/30;08:00;0.0;7137.0;68683.4;19168.0;10854.0;5829.8;726.2;20373.7;2062.3;0.0;792.6;4729.9;85.0;1913.5;0.0;-1913.5;0.0;0.0;623.5;451.3;451.6;408.5;501.3;950.6;747.8;786.3;883.0;1333.1;0;0;0
10/30;09:00;0.0;6630.8;71154.2;18951.6;9225.9;6357.1;6711.6;22242.5;2035.7;0.0;784.4;1889.9;85.0;1913.5;0.0;-1913.5;0.0;0.0;496.9;379.8;369.9;336.8;466.2;923.7;760.5;791.6;864.9;1240.3;0;0;0
10/30;10:00;0.0;6308.6;71475.3;18735.2;9225.9;5845.9;13549.8;25735.9;2070.5;0.0;798.8;0.0;85.0;0.0;736.6;736.6;0.0;4200.0;437.4;361.0;319.7;279.5;409.1;941.7;807.4;840.6;832.0;1080.2;0;0;0
10/30;11:00;0.0;5892.3;70955.1;18518.8;7597.8;4786.8;18324.9;28785.4;2117.7;0.0;737.1;0.0;85.0;0.0;5731.5;5731.5;0.0;4200.0;418.3;338.5;299.7;253.7;346.5;877.4;826.4;859.7;766.2;906.0;0;3.63798E-12;0
10/30;12:00;-138.2;5590.6;71322.9;18302.4;7597.8;4256.8;20476.0;31179.5;2056.2;0.0;857.5;0.0;85.0;0.0;8531.5;8531.5;0.0;4200.0;414.4;334.7;301.1;252.3;300.4;802.7;816.3;864.0;697.1;807.7;0;138.1631535;0
10/30;13:00;0.0;5424.8;70359.8;18086.0;5969.7;4188.1;19573.7;31753.5;2064.4;0.0;855.4;0.0;85.0;0.0;8531.5;8531.5;0.0;3060.0;387.6;330.9;306.8;258.0;278.3;738.4;807.4;870.4;650.6;796.5;0;1.69162E-05;0
10/30;14:00;0.0;5400.4;68186.6;17869.6;5969.7;3762.5;17653.8;31517.4;2105.4;0.0;856.5;0.0;85.0;0.0;8531.5;8531.5;0.0;2646.3;335.8;317.8;306.8;273.8;289.3;708.5;809.9;882.1;639.3;837.2;0;0;0
10/30;15:00;0.0;5510.5;65887.5;17869.6;4532.4;3409.2;14529.0;30923.0;2183.3;0.0;867.8;0.0;85.0;0.0;8531.5;8531.5;0.0;0.0;278.2;295.2;299.7;288.1;313.3;744.4;823.9;894.8;652.9;920.1;0;0;0
10/30;16:00;0.0;5707.8;64770.9;18086.0;6160.5;3668.9;9819.9;29636.4;2111.5;0.0;939.9;2472.1;85.0;0.0;8531.5;8531.5;0.0;0.0;259.0;314.0;305.4;309.6;335.4;781.7;808.6;897.0;674.4;1022.6;0;0;0
10/30;17:00;0.0;5937.4;63999.8;18302.4;7788.6;4437.1;2728.7;28414.9;2150.5;0.0;934.7;5312.1;595.0;0.0;8531.5;8531.5;1145.6;0.0;228.3;314.0;288.2;315.3;379.6;853.5;818.8;895.9;748.1;1095.7;0;0;0
10/30;18:00;0.0;5913.2;68230.3;18518.8;9416.7;6815.8;104.5;27205.7;2162.8;0.0;963.5;7100.0;1105.0;0.0;8531.5;8531.5;2841.8;0.0;180.3;265.1;229.4;275.2;381.5;899.8;813.7;891.7;851.3;1125.2;0;0.000207575;0
10/30;19:00;0.0;5653.9;72633.5;18735.2;10854.0;9319.4;16.5;27046.9;2144.3;0.0;951.2;7100.0;1615.0;0.0;5887.7;5887.7;0.0;0.0;134.3;197.4;160.6;215.0;361.2;916.3;790.9;882.1;892.1;1104.1;0;0;0
10/30;20:00;0.0;5253.1;70298.8;18951.6;10854.0;7469.8;5.5;25911.0;2146.4;0.0;947.1;7100.0;1700.0;0.0;4592.6;4592.6;0.0;0.0;88.3;129.7;96.1;163.4;329.9;910.3;764.3;869.3;875.1;1026.8;0;0;0
10/30;21:00;0.0;4797.0;65858.0;19168.0;10854.0;5027.7;0.0;23635.0;2144.3;0.0;922.4;7100.0;1700.0;0.0;4393.8;4393.8;0.0;0.0;61.4;62.1;44.4;119.0;300.4;895.3;744.0;854.4;824.1;892.0;0;0;0
10/30;22:00;0.0;4428.7;62640.4;19168.0;10854.0;3621.6;0.0;23749.0;2183.3;0.0;924.4;5778.8;1190.0;0.0;4393.8;4393.8;0.0;0.0;97.8;20.7;15.8;77.4;285.6;880.4;727.5;848.0;773.0;702.3;0;0;0
10/30;23:00;0.0;4191.2;65096.0;19384.4;10854.0;4595.9;0.0;21509.7;2189.4;0.0;927.5;3467.3;119.0;2578.2;0.0;-2578.2;0.0;0.0;186.1;11.3;12.9;50.2;280.1;866.9;725.0;842.7;724.3;491.6;0;0;0
10/31;00:00;853.2;4053.0;64084.1;19600.8;10854.0;3527.9;0.0;20182.4;2197.6;0.0;922.4;2080.4;11.9;4378.2;0.0;-4378.2;0.0;0.0;234.1;15.0;15.8;40.1;261.7;858.0;726.3;836.3;700.5;365.2;0;0;0
10/31;01:00;0.0;3986.6;58858.0;19600.8;10032.0;3234.3;0.0;17434.1;2195.6;0.0;919.3;1248.2;85.0;4378.2;0.0;-4378.2;0.0;0.0;257.1;20.7;21.5;34.4;213.8;850.5;728.8;826.7;701.6;331.5;0;7.27596E-12;0
10/31;02:00;0.0;4003.6;57651.0;19817.2;10854.0;3134.4;0.0;15532.7;2214.0;0.0;915.1;748.9;85.0;4507.9;0.0;-4507.9;0.0;0.0;297.4;39.5;41.6;30.1;140.1;838.5;732.6;821.4;714.1;348.4;0;0;0
10/31;03:00;0.0;4177.4;55347.8;19817.2;10173.5;2650.8;0.0;14352.0;2222.2;0.0;905.9;449.4;85.0;4507.9;0.0;-4507.9;0.0;0.0;383.7;80.9;84.6;40.1;88.5;813.1;742.7;826.7;720.9;396.1;0;0;0
10/31;04:00;0.0;4363.1;53558.7;19600.8;10173.5;2620.5;0.0;13932.6;2257.1;0.0;902.8;269.6;85.0;4023.3;0.0;-4023.3;0.0;0.0;470.1;122.2;113.3;51.6;79.2;771.3;754.1;828.9;730.0;442.5;0;0;0
10/31;05:00;0.0;4488.0;53965.1;19600.8;10410.0;2748.1;0.0;13187.6;2250.9;0.0;902.8;161.8;85.0;4023.3;0.0;-4023.3;0.0;0.0;531.5;154.2;119.0;58.8;99.5;748.8;759.2;819.3;730.0;467.8;0;0;0
10/31;06:00;0.0;4639.7;57559.6;19817.2;10854.0;2932.8;0.0;13602.8;2226.3;0.0;910.0;97.1;85.0;5740.5;0.0;-5740.5;0.0;0.0;585.2;184.3;126.2;80.3;134.5;780.2;769.4;811.8;714.1;453.7;0;0;0
10/31;07:00;0.0;4854.9;63135.2;20033.7;10854.0;5252.6;0.0;14229.9;2226.3;0.0;920.3;58.2;85.0;9174.5;0.0;-9174.5;0.0;0.0;667.7;248.2;162.0;117.5;176.9;835.5;789.6;807.6;643.8;406.0;0;0.000435119;0
10/31;08:00;0.0;4794.2;66446.3;20033.7;10795.6;6585.6;203.5;16432.5;2218.1;0.0;927.5;0.0;85.0;9174.5;0.0;-9174.5;0.0;0.0;709.9;317.8;229.4;149.1;188.0;849.0;773.2;773.5;495.3;309.0;0;3.63798E-12;0
10/31;09:00;0.0;4758.3;69173.1;19817.2;10795.6;7705.3;2184.0;17800.6;2218.1;0.0;972.8;0.0;85.0;8655.5;0.0;-8655.5;0.0;0.0;740.6;361.0;296.8;146.2;186.1;866.9;858.1;751.2;378.6;172.8;0;3.63798E-12;0
10/31;10:00;0.0;4941.5;69885.3;19817.2;10594.8;8013.1;4423.1;15223.3;2195.6;0.0;1003.7;0.0;85.0;8655.5;0.0;-8655.5;0.0;0.0;830.8;423.1;351.3;190.6;313.3;949.1;877.1;676.7;255.0;74.4;0;3.63798E-12;0
10/31;11:00;0.0;4676.5;69667.9;19600.8;10594.8;7439.4;6530.1;14042.6;2224.3;0.0;1068.5;0.0;85.0;8458.9;0.0;-8458.9;0.0;0.0;876.8;466.3;378.5;193.5;289.3;898.3;806.1;596.9;149.6;21.1;0;3.63798E-12;0
10/31;12:00;0.0;4257.8;69875.1;19600.8;10221.5;6831.8;8296.0;13830.9;2197.6;0.0;1165.3;0.0;85.0;8458.9;0.0;-8458.9;0.0;0.0;928.6;481.4;357.0;149.1;217.5;784.7;717.4;521.4;95.2;5.6;0;3.63798E-12;0
10/31;13:00;0.0;3853.1;69523.6;19803.8;10854.0;6502.6;9005.7;12552.4;2271.4;0.0;1176.6;0.0;85.0;8458.9;0.0;-8458.9;0.0;0.0;961.2;462.6;312.6;101.8;156.6;686.1;636.3;448.0;78.2;9.8;0;0;0
10/31;14:00;0.0;3533.2;67092.4;19803.8;10200.3;5995.8;7404.8;13012.5;2271.4;0.0;1186.9;0.0;85.0;8458.9;0.0;-8458.9;0.0;0.0;955.5;423.1;262.4;63.1;134.5;645.7;566.6;391.6;72.5;18.3;0;3.63798E-12;0
10/31;15:00;0.0;3374.0;65263.7;19587.4;10200.3;5201.7;5242.8;15003.4;2244.8;0.0;1301.2;0.0;85.0;7750.2;0.0;-7750.2;0.0;0.0;926.7;379.8;216.5;34.4;158.5;672.6;512.1;355.4;70.3;47.8;0;3.63798E-12;0
10/31;16:00;0.0;3600.5;63874.8;19371.0;8572.2;5497.0;3102.8;17177.6;2265.3;0.0;1449.4;0.0;85.0;7387.5;0.0;-7387.5;0.0;0.0;984.2;366.7;166.3;21.5;230.4;759.3;534.9;370.3;71.4;95.5;0;2.72848E-12;0
10/31;17:00;0.0;4048.9;63197.2;19371.0;8729.6;6008.3;830.7;17515.5;2253.0;0.0;1549.3;0.0;85.0;7387.5;0.0;-7387.5;0.0;0.0;1020.7;344.1;120.4;40.1;328.0;901.3;635.0;420.3;81.6;157.3;0;0;0
10/31;18:00;0.0;4378.5;66408.7;19371.0;9879.0;8108.6;66.0;17996.0;2238.6;0.0;1716.0;0.0;85.0;7387.5;0.0;-7387.5;0.0;0.0;919.0;344.1;156.3;100.3;416.5;989.5;675.6;454.3;112.2;210.7;0;4.38232E-05;0
10/31;19:00;0.0;4834.9;68521.9;19371.0;9763.7;7828.4;16.5;20178.3;2257.1;0.0;1776.8;0.0;85.0;7387.5;0.0;-7387.5;0.0;0.0;886.4;438.1;258.1;176.3;549.2;1041.8;656.6;440.5;163.2;224.8;0;3.63798E-12;0
10/31;20:00;0.0;5202.5;66046.0;19154.6;9763.7;6778.3;0.0;21053.7;2240.7;0.0;1799.4;0.0;85.0;4773.0;0.0;-4773.0;0.0;0.0;836.5;564.1;371.3;270.9;637.6;1055.3;627.4;432.0;229.0;178.4;0;3.63798E-12;0
10/31;21:00;0.0;5334.9;61827.7;18938.2;8135.6;4925.1;0.0;21224.7;2255.0;0.0;1822.1;0.0;85.0;3609.4;0.0;-3609.4;0.0;0.0;809.7;584.8;411.5;355.5;704.0;1028.4;581.8;463.9;284.5;111.0;0;0;0
10/31;22:00;0.0;5196.7;59071.4;18721.8;8135.6;3740.2;0.0;21692.9;2265.3;0.0;1815.9;0.0;85.0;1809.4;0.0;-1809.4;0.0;80.6;769.4;496.4;392.9;384.1;779.5;985.0;518.4;498.0;325.3;47.8;0;0;0
10/31;23:00;0.0;5045.7;61467.0;18721.8;9523.1;4967.9;0.0;21611.5;2291.9;0.0;1889.0;0.0;85.0;1809.4;0.0;-1809.4;0.0;0.0;702.2;408.0;357.0;378.4;823.8;953.6;500.7;545.8;353.7;22.5;0;0;0
11/1;00:00;0.0;4996.8;60438.8;18721.8;10083.2;3673.3;0.0;21216.5;2296.0;0.0;1954.9;0.0;85.0;1809.4;0.0;-1809.4;0.0;0.0;654.2;342.2;311.1;382.7;855.1;932.7;524.7;602.2;376.3;15.5;0;1.09977E-05;0
11/1;01:00;0.0;5058.1;55464.7;18463.4;8139.2;3199.5;0.0;19490.2;2279.6;0.0;2104.1;0.0;85.0;685.5;0.0;-685.5;0.0;0.0;637.0;291.5;289.6;414.2;884.6;899.8;572.9;650.1;400.1;18.3;0;0;0
11/1;02:00;0.0;5137.7;53732.4;18205.0;8139.2;3045.2;0.0;17833.1;2314.5;0.0;2230.7;0.0;85.0;653.1;0.0;-653.1;0.0;0.0;600.5;278.3;315.4;483.0;886.4;834.0;614.7;686.3;402.4;36.5;0;2.04636E-12;0
11/1;03:00;0.0;5346.9;51016.8;17946.6;6195.2;2998.8;0.0;17580.7;2314.5;0.0;2355.3;0.0;85.0;0.0;0.0;0.0;0.0;79.4;562.2;319.7;398.6;574.8;882.7;838.5;619.8;696.9;387.7;66.0;0;0;0
11/1;04:00;0.0;5711.1;48724.7;17688.2;6195.2;2749.0;0.0;16953.7;2339.1;0.0;2354.3;0.0;85.0;0.0;0.0;0.0;0.0;1675.1;564.1;413.7;529.1;655.1;862.5;853.5;648.9;687.4;388.8;108.2;0;0;0
11/1;05:00;0.0;6144.9;47801.2;17429.8;4251.2;2869.4;0.0;17804.6;2341.1;0.0;2336.8;0.0;85.0;0.0;0.0;0.0;0.0;1832.8;590.9;547.2;658.1;718.1;820.1;881.9;692.0;693.7;396.7;146.1;0;2.21726E-05;0
11/1;06:00;0.0;6397.4;48856.8;17171.4;4251.2;2898.0;0.0;19079.0;2298.1;0.0;2335.7;0.0;85.0;0.0;0.0;0.0;0.0;1941.3;614.0;669.4;731.2;761.1;744.5;866.9;722.5;710.8;394.5;182.6;0;0;0
11/1;07:00;0.0;6291.0;50839.0;17171.4;5598.1;2871.2;0.0;17882.0;2300.1;0.0;2354.3;0.0;85.0;0.0;0.0;0.0;0.0;0.0;602.4;692.0;758.5;779.8;656.1;798.2;732.6;726.7;335.5;209.3;0;0;0
11/1;08:00;0.0;5466.9;51422.1;17171.4;6830.9;2844.4;379.6;17751.7;2283.7;0.0;2360.4;0.0;85.0;0.0;0.0;0.0;0.0;0.0;531.5;584.8;714.0;706.7;512.3;696.5;662.9;700.1;182.5;175.6;0;4.25347E-05;0
11/1;09:00;0.0;4733.2;53892.0;17171.4;6901.3;3168.3;3097.3;18012.3;2279.6;0.0;2381.0;0.0;85.0;0.0;0.0;0.0;0.0;0.0;481.6;511.5;642.3;600.6;390.7;612.8;603.3;639.5;107.7;143.3;0;1.99412E-06;0
11/1;10:00;0.0;4660.1;55662.8;17171.4;6554.2;3446.7;7740.4;15410.6;2265.3;0.0;2401.6;0.0;85.0;0.0;0.0;0.0;0.0;0.0;554.5;564.1;636.6;560.5;311.4;600.9;572.9;601.2;124.7;133.4;0;0;0
11/1;11:00;0.0;4984.9;56166.7;16913.0;6554.2;3372.6;11970.9;13993.7;2289.9;0.0;2396.5;0.0;85.0;0.0;0.0;0.0;0.0;2122.5;608.2;633.7;673.9;579.1;370.4;590.4;588.1;632.0;170.0;139.1;0;0.000109847;0
11/1;12:00;0.0;4643.0;57499.7;16654.6;4610.2;3361.0;15541.3;13195.7;2302.2;0.0;2400.6;0.0;85.0;0.0;0.0;0.0;0.0;996.1;567.9;552.8;566.3;463.0;390.7;512.7;566.6;654.4;202.9;165.8;0;6.43329E-06;0
11/1;13:00;0.0;4123.5;59193.3;16654.6;5088.4;3822.3;16300.5;12751.9;2302.2;0.0;2412.9;0.0;85.0;0.0;0.0;0.0;0.0;0.0;506.5;472.0;448.8;348.3;344.6;457.4;523.5;620.3;209.7;192.4;0;1.20708E-05;0
11/1;14:00;0.0;3554.3;55875.1;16654.6;3579.3;2885.5;15486.3;13016.6;2291.9;0.0;2427.4;0.0;85.0;0.0;0.0;0.0;0.0;0.0;420.2;376.1;348.4;269.5;307.8;409.5;480.4;555.4;190.4;196.7;0;3.63798E-12;0
11/1;15:00;0.0;3143.3;53556.7;16913.0;5523.3;2915.8;10815.6;13236.4;2291.9;0.0;2409.9;142.0;85.0;0.0;0.0;0.0;0.0;0.0;399.1;381.7;322.6;256.6;245.1;330.3;404.3;439.4;174.6;189.6;0;0;0
11/1;16:00;0.0;3193.2;52184.1;17171.4;7467.3;2893.5;5583.9;12259.3;2240.7;0.0;2390.3;2692.5;85.0;0.0;0.0;0.0;0.0;0.0;433.6;481.4;401.5;341.1;219.3;282.5;335.9;347.9;157.6;192.4;0;5.83383E-05;0
11/1;17:00;0.0;3674.4;52128.2;17429.8;9411.3;3295.9;1529.4;13020.6;2248.9;0.0;2429.4;2781.0;85.0;0.0;0.0;0.0;0.0;0.0;546.8;645.0;539.1;458.7;210.1;290.0;327.0;321.3;149.6;186.8;0;0;0
11/1;18:00;0.0;4171.2;56536.5;17688.2;11355.3;4639.6;66.0;14022.2;2269.4;0.0;2469.6;3863.1;85.0;0.0;0.0;0.0;0.0;0.0;727.2;780.3;649.5;553.3;217.5;279.5;324.5;312.8;155.3;171.4;0;0;0
11/1;19:00;0.0;4503.6;60579.0;17946.6;12960.0;5603.2;5.5;13834.9;2296.0;0.0;2460.3;5265.2;85.0;0.0;0.0;0.0;0.0;0.0;834.6;840.5;696.8;600.6;245.1;288.5;324.5;312.8;167.8;192.4;0;3.6221E-05;0
11/1;20:00;0.0;4526.3;59831.3;17946.6;12960.0;5055.4;0.0;14543.4;2314.5;0.0;2486.0;4244.1;85.0;0.0;0.0;0.0;0.0;0.0;838.4;806.7;671.0;602.0;280.1;306.4;310.5;299.0;167.8;244.4;0;3.63798E-12;0
11/1;21:00;0.0;4510.3;56925.6;17946.6;12960.0;4040.0;0.0;14934.2;2326.8;0.0;2495.3;1750.9;85.0;0.0;0.0;0.0;0.0;0.0;805.8;752.1;659.5;620.7;307.8;333.3;287.7;291.5;178.0;273.9;0;3.63798E-12;0
11/1;22:00;0.0;4524.0;54895.7;17946.6;12960.0;3517.2;0.0;13826.8;2320.6;0.0;2465.4;1223.5;85.0;0.0;0.0;0.0;0.0;0.0;757.9;720.2;682.5;643.6;311.4;345.3;253.5;301.1;234.6;273.9;0;0;0
11/1;23:00;0.0;4493.5;58555.2;18205.0;12960.0;4115.0;0.0;11196.6;2322.7;0.0;2477.8;4063.5;595.0;1543.2;0.0;-1543.2;0.0;0.0;744.4;684.4;668.1;640.7;283.8;339.3;219.3;330.9;301.5;280.9;0;0.000113529;0
11/2;00:00;0.0;4407.5;57793.3;18463.4;12960.0;3576.1;0.0;8383.2;2332.9;0.0;2484.0;6903.5;888.8;1543.2;0.0;-1543.2;0.0;0.0;727.2;635.6;625.1;619.2;237.7;319.9;199.0;355.4;380.9;307.6;0;0;0
11/2;01:00;0.0;4274.7;53139.1;18463.4;12960.0;2601.7;0.0;6681.3;2335.0;0.0;2451.0;5259.5;378.8;1543.2;0.0;-1543.2;0.0;0.0;675.4;586.7;580.7;592.0;193.5;304.9;204.1;368.2;418.3;351.2;0;0;0
11/2;02:00;0.0;4152.9;52123.2;18721.8;12960.0;2776.6;0.0;5032.4;2332.9;0.0;2480.9;5474.4;378.8;1543.2;0.0;-1543.2;0.0;0.0;596.7;549.1;556.3;569.1;167.7;272.0;231.9;384.1;434.1;391.9;0;0;0
11/2;03:00;0.0;4013.1;49702.1;18721.8;12960.0;2794.5;0.0;4083.7;2341.1;0.0;2466.5;4249.3;85.0;1543.2;0.0;-1543.2;0.0;0.0;500.8;517.1;543.4;560.5;143.7;215.2;278.8;405.4;429.6;418.6;0;7.27596E-12;0
11/2;04:00;0.0;3895.4;48208.6;18721.8;12960.0;2690.1;0.0;3139.1;2330.9;0.0;2467.5;3821.5;85.0;1543.2;0.0;-1543.2;0.0;0.0;420.2;487.0;537.7;546.1;112.4;173.4;344.8;433.1;419.4;421.4;0;7.27596E-12;0
11/2;05:00;0.0;3769.7;48773.5;18980.2;12960.0;2553.6;0.0;2634.3;2326.8;0.0;2475.7;2292.9;595.0;3667.0;0.0;-3667.0;0.0;0.0;360.7;441.9;513.3;518.9;90.3;167.4;406.9;457.5;401.3;411.6;0;0.000190968;0
11/2;06:00;0.0;3577.3;51774.7;19238.6;12960.0;2684.7;0.0;2324.8;2298.1;0.0;2485.0;1375.7;1105.0;7415.2;0.0;-7415.2;0.0;0.0;310.8;376.1;461.7;475.9;77.4;200.3;438.5;461.8;366.1;408.8;0;0;0
11/2;07:00;1959.1;3308.1;56091.5;19497.0;12960.0;3452.0;0.0;2353.3;2267.3;0.0;2496.3;825.4;1615.0;9215.2;0.0;-9215.2;0.0;0.0;260.9;314.0;392.9;407.1;60.8;270.5;432.2;462.9;327.6;379.3;0;0;0
11/2;08:00;2179.1;2949.6;58547.1;19755.4;12960.0;3846.4;412.6;2499.9;2238.6;0.0;2511.8;495.3;1700.0;11015.2;0.0;-11015.2;0.0;0.0;220.6;248.2;315.4;351.2;53.4;354.2;391.6;440.5;265.2;309.0;0;0;0
11/2;09:00;0.0;2686.0;61198.8;20013.8;12960.0;4317.5;4747.7;2890.8;2230.4;0.0;2501.5;297.2;1700.0;11232.9;0.0;-11232.9;0.0;0.0;180.3;210.6;288.2;295.3;36.9;358.7;357.4;436.2;235.8;286.6;0;8.75561E-05;0
11/2;10:00;0.0;2801.8;62245.2;19755.4;11016.0;5708.5;11195.2;1864.7;2189.4;0.0;2459.3;178.3;1190.0;9174.8;0.0;-9174.8;0.0;0.0;161.2;216.2;279.6;288.1;38.7;388.6;409.4;525.6;217.6;276.7;0;5.45697E-12;0
11/2;11:00;0.0;3035.3;61984.1;19497.0;11016.0;4991.1;16366.5;1612.3;2207.9;0.0;2475.7;0.0;119.0;5152.6;0.0;-5152.6;0.0;0.0;170.8;253.8;306.8;306.7;46.1;432.0;476.6;572.4;201.8;268.3;0;4.54747E-12;0
11/2;12:00;0.0;3195.0;61936.4;19238.6;9072.0;4255.9;19348.2;2618.0;2228.4;0.0;2488.1;0.0;11.9;3983.1;0.0;-3983.1;0.0;0.0;191.9;282.0;332.6;322.5;47.9;472.3;504.5;596.9;185.9;258.5;0;0;0
11/2;13:00;0.0;3245.4;62195.4;18980.2;9072.0;3499.3;20228.4;4063.3;2236.6;0.0;2494.3;0.0;85.0;2820.0;0.0;-2820.0;0.0;0.0;199.5;287.7;335.5;332.5;38.7;509.7;514.6;602.2;173.4;251.4;0;0;0
11/2;14:00;0.0;3128.8;59309.1;18980.2;7887.1;3489.5;17928.8;4576.4;2236.6;0.0;2494.3;0.0;85.0;2820.0;0.0;-2820.0;0.0;0.0;195.7;278.3;314.0;309.6;18.4;541.1;493.0;582.0;162.1;234.6;0;0;0
11/2;15:00;0.0;2728.7;57028.2;18980.2;8853.0;3158.5;14666.6;5121.9;2253.0;0.0;2502.5;0.0;85.0;2820.0;0.0;-2820.0;0.0;0.0;193.8;248.2;256.6;233.6;7.4;530.6;415.7;493.7;144.0;205.1;0;0;0
11/2;16:00;0.0;2457.0;55619.1;19238.6;10797.0;3754.5;8972.7;5842.6;2255.0;0.0;2540.6;876.0;85.0;2820.0;0.0;-2820.0;0.0;0.0;199.5;206.8;203.6;186.3;46.1;512.7;385.3;428.8;117.9;170.0;0;0;0
11/2;17:00;0.0;2338.9;55533.8;19497.0;12741.0;4299.7;2349.1;6168.3;2230.4;0.0;2521.0;3716.0;85.0;2820.0;0.0;-2820.0;0.0;0.0;166.9;133.5;141.9;139.0;145.6;523.1;404.3;452.2;86.1;146.1;0;0;0
11/2;18:00;0.0;2266.9;60805.6;19755.4;12960.0;6724.7;33.0;7369.4;2207.9;0.0;2547.8;6556.0;85.0;4609.3;0.0;-4609.3;0.0;0.0;120.9;63.9;81.7;88.9;248.8;544.1;427.1;493.7;71.4;126.4;0;0.000461275;0
11/2;19:00;0.0;2225.1;65170.2;20013.8;12960.0;8774.2;11.0;8314.0;2220.2;0.0;2559.1;7100.0;85.0;5587.9;0.0;-5587.9;0.0;0.0;78.7;20.7;30.1;43.0;320.7;588.9;441.1;509.7;88.4;103.9;0;0;0
11/2;20:00;0.0;2267.7;63351.6;20013.8;12960.0;7138.7;0.0;9103.9;2250.9;0.0;2575.6;5917.2;85.0;5587.9;0.0;-5587.9;0.0;0.0;42.2;3.8;7.2;15.8;374.1;662.2;446.2;501.2;133.8;81.5;0;3.63798E-12;0
11/2;21:00;0.0;2503.0;59743.9;20013.8;12960.0;4995.6;0.0;9543.6;2244.8;0.0;2583.8;3515.8;85.0;5587.9;0.0;-5587.9;0.0;0.0;17.3;5.6;5.7;7.2;444.1;751.8;465.2;520.3;202.9;82.9;0;3.63798E-12;0
11/2;22:00;0.0;2809.2;57923.3;20013.8;12960.0;4491.5;0.0;9926.3;2228.4;0.0;2591.0;1393.0;85.0;5587.9;0.0;-5587.9;0.0;0.0;7.7;18.8;12.9;10.0;521.5;813.1;491.8;553.3;284.5;95.5;0;3.63798E-12;0
11/2;23:00;0.0;3044.3;61083.0;20272.2;12960.0;4475.4;0.0;9466.2;2212.0;0.0;2583.8;835.8;85.0;9530.8;0.0;-9530.8;0.0;0.0;9.6;33.8;24.4;21.5;586.0;832.5;510.8;571.4;355.9;98.3;0;0;0
11/3;00:00;0.0;3234.2;60452.1;20272.2;12585.0;4172.1;0.0;9572.1;2248.9;0.0;2589.0;501.5;85.0;9530.8;0.0;-9530.8;0.0;0.0;17.3;47.0;35.8;35.8;634.0;825.1;526.0;575.6;442.1;95.5;0;0;0
11/3;01:00;0.0;3361.7;55611.0;20013.8;12585.0;3289.7;0.0;10105.4;2236.6;0.0;2556.0;300.9;85.0;7730.8;0.0;-7730.8;0.0;1731.8;26.9;52.6;43.0;57.3;659.8;804.1;537.4;587.3;508.9;84.3;0;4.37816E-05;0
