tranche_horaire;consommation;gaz cogénérations;hydraulique;éolien onshore;solaire;biomasse;annee
5316;0.000100551;0.071824866;0.220751174;0.175271379;0.637504398;0.5415;2018
5317;0.00010216;0.072292781;0.239577465;0.207439767;0.666119385;0.5445;2018
5318;9.87E-05;0.07065508;0.23657277;0.245366693;0.648762754;0.538;2018
5319;9.68E-05;0.069953209;0.221690141;0.265620863;0.63316524;0.5385;2018
5320;9.49E-05;0.067613636;0.221737089;0.271048451;0.601032016;0.546;2018
5321;9.29E-05;0.072058824;0.227323944;0.275019857;0.510261522;0.5465;2018
5322;9.30E-05;0.069485294;0.245023474;0.267474186;0.381494078;0.551;2018
5323;9.41E-05;0.070421123;0.30713615;0.251125232;0.228333529;0.5505;2018
5324;9.18E-05;0.070889037;0.375399061;0.213264496;0.070716547;0.55;2018
5325;8.78E-05;0.07065508;0.347183099;0.180301827;0.004925531;0.5515;2018
5326;8.97E-05;0.070421123;0.348215962;0.199099815;-0.000117275;0.549;2018
5327;9.51E-05;0.071590909;0.365352113;0.197047922;-0.000117275;0.552;2018
5328;9.07E-05;0.071356952;0.307183099;0.200423617;-0.000117275;0.564;2018
5329;8.00E-05;0.070889037;0.20286385;0.181162298;-0.000117275;0.567;2018
5330;7.72E-05;0.066677807;0.187370892;0.165541435;-0.000117275;0.568;2018
5331;7.24E-05;0.065741979;0.181126761;0.151178184;-0.000117275;0.5695;2018
5332;6.93E-05;0.066209893;0.161596244;0.123576913;-0.000117275;0.569;2018
5333;6.86E-05;0.065274064;0.15342723;0.107095579;-0.000117275;0.562;2018
5334;7.02E-05;0.065741979;0.172957746;0.082870003;-0.000117275;0.5685;2018
5335;6.97E-05;0.067379679;0.184507042;0.068970082;0.001993667;0.5685;2018
5336;7.34E-05;0.071356952;0.207746479;0.058975377;0.063680075;0.561;2018
5337;7.95E-05;0.071122995;0.219765258;0.032764098;0.238301865;0.56;2018
5338;8.47E-05;0.07065508;0.222769953;0.028196982;0.436261288;0.561;2018
5339;8.75E-05;0.071122995;0.191455399;0.036007413;0.58226809;0.56;2018
5340;9.01E-05;0.070421123;0.174882629;0.040905481;0.659552011;0.563;2018
5341;9.36E-05;0.070421123;0.205352113;0.047656871;0.707400023;0.566;2018
5342;8.96E-05;0.069485294;0.167981221;0.051495896;0.732731324;0.5425;2018
5343;8.79E-05;0.065741979;0.162629108;0.056592534;0.711739181;0.54;2018
5344;8.58E-05;0.065741979;0.164178404;0.057651575;0.657323795;0.532;2018
5345;8.41E-05;0.065975936;0.149859155;0.058313476;0.562214143;0.53;2018
5346;8.49E-05;0.068783422;0.182816901;0.050635425;0.420194676;0.529;2018
5347;8.66E-05;0.069485294;0.247558685;0.039780249;0.238067316;0.533;2018
5348;8.52E-05;0.069719251;0.316713615;0.028130792;0.069895626;0.5435;2018
5349;8.23E-05;0.072994652;0.319061033;0.025880328;0.003518236;0.5535;2018
5350;8.49E-05;0.072994652;0.325586854;0.034882182;-0.000117275;0.5585;2018
5351;9.11E-05;0.073696524;0.362441315;0.046266878;-0.000117275;0.559;2018
5352;8.77E-05;0.073930481;0.290751174;0.059504898;-0.000117275;0.5615;2018
5353;7.64E-05;0.07065508;0.200892019;0.080553349;-0.000117275;0.564;2018
5354;7.38E-05;0.07065508;0.184413146;0.105705586;-0.000117275;0.552;2018
5355;6.91E-05;0.066677807;0.164882629;0.139462536;-0.000117275;0.563;2018
5356;6.60E-05;0.066677807;0.154225352;0.157929574;-0.000117275;0.5725;2018
5357;6.49E-05;0.066911765;0.142112676;0.180632777;-0.000117275;0.5745;2018
5358;6.55E-05;0.066677807;0.136619718;0.18903892;-0.000117275;0.5735;2018
5359;6.41E-05;0.066911765;0.146197183;0.181559439;0.002110942;0.5745;2018
5360;6.71E-05;0.067145722;0.175680751;0.172491395;0.062390055;0.575;2018
5361;7.24E-05;0.065975936;0.187370892;0.119605507;0.228685352;0.569;2018
5362;7.75E-05;0.066209893;0.191924883;0.079891448;0.415034596;0.5625;2018
5363;8.14E-05;0.065741979;0.17370892;0.088429971;0.553066729;0.56;2018
5364;8.46E-05;0.065975936;0.173380282;0.117090283;0.644071772;0.5385;2018
5365;8.82E-05;0.066209893;0.172957746;0.127614509;0.688518823;0.5435;2018
5366;8.33E-05;0.064338235;0.170093897;0.136550172;0.702122669;0.536;2018
5367;8.14E-05;0.064104278;0.168873239;0.147537728;0.67139674;0.53;2018
5368;7.96E-05;0.065508021;0.176197183;0.157863384;0.592705524;0.5245;2018
5369;7.84E-05;0.067145722;0.183286385;0.152435796;0.486102967;0.5265;2018
5370;7.97E-05;0.068783422;0.224366197;0.137675404;0.347601736;0.53;2018
5371;8.26E-05;0.068549465;0.302535211;0.123709293;0.176263633;0.5245;2018
5372;8.37E-05;0.068549465;0.336478873;0.116428382;0.040928814;0.527;2018
5373;8.24E-05;0.072058824;0.342957746;0.120333598;0.00387006;0.529;2018
5374;8.50E-05;0.07322861;0.328356808;0.137807784;-0.000117275;0.528;2018
5375;9.07E-05;0.073930481;0.368262911;0.152700556;-0.000117275;0.532;2018
5376;8.64E-05;0.073930481;0.291361502;0.154355308;-0.000117275;0.534;2018
5377;7.63E-05;0.071824866;0.200234742;0.149192481;-0.000117275;0.537;2018
5378;7.39E-05;0.07065508;0.207934272;0.148001059;-0.000117275;0.5395;2018
5379;6.98E-05;0.066911765;0.19286385;0.140455388;-0.000117275;0.5315;2018
5380;6.75E-05;0.068315508;0.188356808;0.165276675;-0.000117275;0.535;2018
5381;6.83E-05;0.071122995;0.175539906;0.170174742;-0.000117275;0.5245;2018
5382;7.26E-05;0.07486631;0.177699531;0.172226635;-0.000117275;0.5265;2018
5383;7.59E-05;0.071824866;0.206760563;0.164416203;0.002228216;0.5185;2018
5384;8.20E-05;0.072292781;0.315539906;0.162562881;0.026269497;0.5135;2018
5385;8.83E-05;0.075334225;0.327276995;0.174146148;0.106250733;0.509;2018
5386;9.28E-05;0.077907754;0.321455399;0.187251787;0.193385716;0.51;2018
5387;9.55E-05;0.076036096;0.287652582;0.224583002;0.311950276;0.517;2018
5388;9.85E-05;0.076270053;0.278403756;0.24318242;0.410109065;0.512;2018
5389;0.000100457;0.072058824;0.283239437;0.269195128;0.453735194;0.5145;2018
5390;9.72E-05;0.071356952;0.268122066;0.289383108;0.466166295;0.509;2018
5391;9.60E-05;0.071824866;0.244882629;0.318440561;0.484461123;0.5125;2018
5392;9.32E-05;0.071824866;0.250093897;0.328964787;0.411164536;0.5165;2018
5393;9.15E-05;0.072526738;0.271877934;0.335252846;0.353230914;0.534;2018
5394;9.11E-05;0.07322861;0.299906103;0.338363781;0.241468277;0.5325;2018
5395;9.33E-05;0.072058824;0.368169014;0.279123643;0.146944998;0.5365;2018
5396;9.18E-05;0.071824866;0.406056338;0.235438178;0.047496189;0.531;2018
5397;8.76E-05;0.071590909;0.371314554;0.179176595;0.002462765;0.534;2018
5398;8.87E-05;0.071824866;0.314929577;0.161106698;-0.000117275;0.5195;2018
5399;9.36E-05;0.075334225;0.326995305;0.152568176;-0.000117275;0.52;2018
5400;8.95E-05;0.075568182;0.266713615;0.154024358;-0.000117275;0.5305;2018
5401;7.89E-05;0.072292781;0.209624413;0.151045804;-0.000117275;0.539;2018
5402;7.67E-05;0.072526738;0.192957746;0.136285412;-0.000117275;0.543;2018
5403;7.26E-05;0.072292781;0.195586854;0.134233519;-0.000117275;0.5465;2018
5404;7.02E-05;0.072058824;0.201924883;0.123974053;-0.000117275;0.5485;2018
5405;7.04E-05;0.072058824;0.199812207;0.120664549;-0.000117275;0.5475;2018
5406;7.42E-05;0.071824866;0.208075117;0.110074133;-0.000117275;0.541;2018
5407;7.77E-05;0.071824866;0.22;0.101932751;0.001407294;0.5365;2018
5408;8.36E-05;0.071122995;0.31399061;0.088827111;0.04597162;0.5295;2018
5409;8.99E-05;0.074632353;0.327464789;0.076846704;0.162894336;0.5265;2018
5410;9.42E-05;0.075334225;0.312112676;0.078501456;0.307493843;0.5205;2018
5411;9.66E-05;0.074398396;0.281690141;0.086709028;0.442828662;0.5195;2018
5412;9.98E-05;0.076036096;0.284225352;0.108684141;0.529142723;0.518;2018
5413;0.00010175;0.071824866;0.286619718;0.120002648;0.563504163;0.518;2018
5414;9.83E-05;0.070187166;0.26258216;0.145552025;0.56549783;0.521;2018
5415;9.66E-05;0.070187166;0.235023474;0.157598623;0.555646769;0.53;2018
5416;9.42E-05;0.067847594;0.240140845;0.172292825;0.53629647;0.531;2018
5417;9.24E-05;0.068081551;0.252253521;0.191289383;0.461827137;0.5285;2018
5418;9.23E-05;0.068783422;0.294460094;0.194135557;0.3694148;0.5415;2018
5419;9.37E-05;0.071122995;0.290751174;0.19565793;0.212736015;0.547;2018
5420;9.16E-05;0.072058824;0.308403756;0.177190892;0.062624604;0.5465;2018
5421;8.74E-05;0.073696524;0.286478873;0.129269261;0.002462765;0.5475;2018
5422;8.88E-05;0.069719251;0.258028169;0.116362192;-0.000117275;0.548;2018
5423;9.41E-05;0.069953209;0.299201878;0.121127879;-0.000117275;0.553;2018
5424;9.06E-05;0.071122995;0.23399061;0.125165475;-0.000117275;0.554;2018
5425;7.99E-05;0.071356952;0.191502347;0.122517871;-0.000117275;0.5575;2018
5426;7.74E-05;0.071590909;0.180375587;0.117024093;-0.000117275;0.558;2018
5427;7.27E-05;0.072058824;0.181596244;0.106764628;-0.000117275;0.567;2018
5428;6.97E-05;0.07065508;0.182535211;0.103719884;-0.000117275;0.568;2018
5429;6.86E-05;0.067613636;0.190093897;0.091938046;-0.000117275;0.5655;2018
5430;6.97E-05;0.068315508;0.190328638;0.085914747;-0.000117275;0.5695;2018
5431;6.95E-05;0.07065508;0.197323944;0.076714324;0.00129002;0.566;2018
5432;7.24E-05;0.070421123;0.198309859;0.067977231;0.053359916;0.5635;2018
5433;7.77E-05;0.070421123;0.218356808;0.064138205;0.213439662;0.561;2018
5434;8.26E-05;0.069251337;0.223286385;0.063807254;0.390289668;0.563;2018
5435;8.63E-05;0.070421123;0.21915493;0.064072015;0.530432743;0.5545;2018
5436;8.88E-05;0.070421123;0.230798122;0.06784485;0.610296705;0.556;2018
5437;9.26E-05;0.070187166;0.254366197;0.063939635;0.660138384;0.554;2018
5438;8.74E-05;0.069953209;0.199906103;0.058048716;0.686759704;0.549;2018
5439;8.53E-05;0.070889037;0.199014085;0.057585385;0.694499824;0.5495;2018
5440;8.34E-05;0.070421123;0.231877934;0.057850146;0.649818224;0.5545;2018
5441;8.23E-05;0.069953209;0.249812207;0.055334922;0.553535827;0.552;2018
5442;8.33E-05;0.069953209;0.254882629;0.052952078;0.41538642;0.549;2018
5443;8.58E-05;0.072994652;0.287840376;0.046862589;0.230327196;0.5455;2018
5444;8.61E-05;0.07322861;0.326713615;0.042096902;0.058754544;0.5465;2018
5445;8.41E-05;0.072994652;0.328826291;0.038787397;0.002228216;0.5435;2018
5446;8.67E-05;0.072994652;0.317183099;0.050238284;-0.000117275;0.554;2018
5447;9.23E-05;0.07322861;0.344084507;0.063410114;-0.000117275;0.554;2018
5448;8.87E-05;0.070421123;0.29657277;0.065528197;-0.000117275;0.5565;2018
5449;7.82E-05;0.070421123;0.198826291;0.063674874;-0.000117275;0.556;2018
5450;7.56E-05;0.069485294;0.202112676;0.063873445;-0.000117275;0.5555;2018
5451;7.17E-05;0.070421123;0.189812207;0.064204395;-0.000117275;0.564;2018
5452;6.92E-05;0.065508021;0.193333333;0.056261583;-0.000117275;0.5665;2018
5453;6.96E-05;0.065508021;0.190798122;0.052356367;-0.000117275;0.5595;2018
5454;7.38E-05;0.065508021;0.22028169;0.043751655;-0.000117275;0.559;2018
5455;7.74E-05;0.069719251;0.237230047;0.04050834;0.00129002;0.553;2018
5456;8.32E-05;0.070421123;0.25370892;0.037066455;0.057699074;0.5525;2018
5457;8.98E-05;0.070187166;0.250751174;0.029322213;0.22035886;0.541;2018
5458;9.48E-05;0.069719251;0.255117371;0.022637014;0.400375279;0.5375;2018
5459;9.81E-05;0.070889037;0.247183099;0.027932221;0.542160197;0.525;2018
5460;0.000101529;0.069485294;0.239483568;0.033227429;0.639498065;0.526;2018
5461;0.000104061;0.070421123;0.235164319;0.038985968;0.684883312;0.524;2018
5462;0.000101388;0.068783422;0.231924883;0.041699762;0.69930808;0.5195;2018
5463;9.99E-05;0.06901738;0.247089202;0.055798253;0.669285798;0.517;2018
5464;9.81E-05;0.071590909;0.226760563;0.074993381;0.606543919;0.5175;2018
5465;9.59E-05;0.071590909;0.249248826;0.077310034;0.511199719;0.5165;2018
5466;9.60E-05;0.069719251;0.32056338;0.086311888;0.368359329;0.515;2018
5467;9.73E-05;0.072760695;0.378403756;0.096769923;0.199718541;0.526;2018
5468;9.51E-05;0.073696524;0.38713615;0.12178978;0.052890817;0.5345;2018
5469;9.11E-05;0.074398396;0.374037559;0.146478687;0.001524569;0.5395;2018
5470;9.14E-05;0.07486631;0.319765258;0.150648663;-0.000117275;0.543;2018
5471;9.59E-05;0.074164439;0.365821596;0.157201483;-0.000117275;0.5495;2018
5472;9.17E-05;0.07065508;0.28258216;0.165078104;-0.000117275;0.5485;2018
5473;8.12E-05;0.071356952;0.196478873;0.18268467;-0.000117275;0.5455;2018
5474;7.89E-05;0.071122995;0.171784038;0.193738417;-0.000117275;0.5455;2018
5475;7.45E-05;0.071590909;0.153239437;0.206513106;-0.000117275;0.54;2018
5476;7.16E-05;0.071824866;0.163474178;0.204130262;-0.000117275;0.5455;2018
5477;7.18E-05;0.071356952;0.178920188;0.18268467;-0.000117275;0.5445;2018
5478;7.53E-05;0.071590909;0.190422535;0.172292825;-0.000117275;0.55;2018
5479;7.86E-05;0.071590909;0.225633803;0.147339158;0.00129002;0.547;2018
5480;8.44E-05;0.074632353;0.25600939;0.129864972;0.043626129;0.5445;2018
5481;9.07E-05;0.074164439;0.286807512;0.104183214;0.151518705;0.542;2018
5482;9.53E-05;0.074398396;0.310422535;0.086245698;0.290723584;0.5455;2018
5483;9.80E-05;0.073696524;0.31600939;0.084988086;0.399085259;0.5405;2018
5484;0.000100785;0.073462567;0.264413146;0.090614244;0.475665533;0.543;2018
5485;0.000102823;0.074164439;0.276807512;0.099682288;0.520933505;0.543;2018
5486;9.87E-05;0.072994652;0.205258216;0.110405083;0.518118916;0.537;2018
5487;9.69E-05;0.070421123;0.199061033;0.113913159;0.491145772;0.534;2018
5488;9.45E-05;0.066677807;0.204460094;0.126025947;0.451155154;0.537;2018
5489;9.24E-05;0.065274064;0.233474178;0.133240667;0.398264337;0.5415;2018
5490;9.26E-05;0.065274064;0.273896714;0.137543024;0.314413041;0.537;2018
5491;9.40E-05;0.069251337;0.331549296;0.147537728;0.182596458;0.543;2018
5492;9.19E-05;0.069485294;0.332018779;0.151773895;0.055236308;0.5435;2018
5493;8.87E-05;0.070187166;0.326338028;0.153958168;0.001407294;0.5435;2018
5494;8.97E-05;0.069719251;0.297981221;0.171763304;-0.000117275;0.5465;2018
5495;9.49E-05;0.070187166;0.300046948;0.187979878;-0.000117275;0.5515;2018
5496;9.09E-05;0.066677807;0.227089202;0.189634631;-0.000117275;0.5535;2018
5497;8.04E-05;0.071824866;0.214319249;0.193275086;-0.000117275;0.5565;2018
5498;7.77E-05;0.072526738;0.193333333;0.180765158;-0.000117275;0.5595;2018
5499;7.28E-05;0.068081551;0.164882629;0.158326714;-0.000117275;0.561;2018
5500;6.99E-05;0.066911765;0.156713615;0.146147736;-0.000117275;0.563;2018
5501;6.91E-05;0.072058824;0.174037559;0.12821022;-0.000117275;0.564;2018
5502;7.07E-05;0.072292781;0.180610329;0.118281705;-0.000117275;0.5645;2018
5503;7.07E-05;0.072526738;0.18314554;0.105440826;0.000938196;0.56;2018
5504;7.42E-05;0.072526738;0.230610329;0.090746624;0.050076228;0.5595;2018
5505;8.00E-05;0.072760695;0.231455399;0.066984379;0.202181306;0.559;2018
5506;8.55E-05;0.070889037;0.217089202;0.057982526;0.378679489;0.56;2018
5507;8.81E-05;0.071122995;0.207370892;0.063410114;0.521402603;0.5495;2018
5508;9.11E-05;0.071356952;0.179624413;0.068241991;0.619678668;0.549;2018
5509;9.48E-05;0.071356952;0.180704225;0.070889595;0.677495016;0.549;2018
5510;9.03E-05;0.070889037;0.168544601;0.070757215;0.685704234;0.55;2018
5511;8.84E-05;0.07065508;0.150234742;0.071882446;0.649114577;0.5455;2018
5512;8.66E-05;0.070889037;0.153521127;0.073537199;0.596106485;0.5415;2018
5513;8.50E-05;0.069953209;0.170422535;0.078435266;0.484461123;0.54;2018
5514;8.56E-05;0.070889037;0.198873239;0.080156209;0.352996364;0.5405;2018
5515;8.72E-05;0.073462567;0.283004695;0.079692878;0.192916618;0.543;2018
5516;8.58E-05;0.07322861;0.292535211;0.071154355;0.054884485;0.547;2018
5517;8.36E-05;0.073462567;0.288356808;0.076581943;0.00129002;0.551;2018
5518;8.52E-05;0.073462567;0.269389671;0.099152767;-0.000117275;0.557;2018
5519;9.14E-05;0.074164439;0.291690141;0.100741329;-0.000117275;0.558;2018
5520;8.83E-05;0.07486631;0.24286385;0.104712735;-0.000117275;0.563;2018
5521;7.85E-05;0.071356952;0.201267606;0.096637543;-0.000117275;0.5455;2018
5522;7.56E-05;0.070889037;0.208544601;0.083333333;-0.000117275;0.5575;2018
5523;7.08E-05;0.066677807;0.173474178;0.073735769;-0.000117275;0.559;2018
5524;6.76E-05;0.066677807;0.168169014;0.063608684;-0.000117275;0.5575;2018
5525;6.64E-05;0.067145722;0.168685446;0.061292031;-0.000117275;0.5555;2018
5526;6.70E-05;0.071590909;0.169859155;0.06063013;-0.000117275;0.55;2018
5527;6.59E-05;0.071824866;0.169248826;0.06102727;0.000703647;0.5375;2018
5528;6.85E-05;0.072058824;0.20286385;0.062152502;0.049958954;0.5445;2018
5529;7.38E-05;0.071122995;0.209107981;0.055930633;0.209100504;0.5415;2018
5530;7.91E-05;0.071356952;0.201032864;0.055533492;0.399319808;0.5435;2018
5531;8.28E-05;0.071356952;0.196103286;0.066521048;0.549431218;0.5365;2018
5532;8.66E-05;0.07065508;0.188169014;0.078567646;0.655095579;0.5305;2018
5533;9.02E-05;0.07065508;0.173286385;0.08114906;0.715726516;0.53;2018
5534;8.52E-05;0.069719251;0.156244131;0.084259995;0.726281224;0.5215;2018
5535;8.31E-05;0.065975936;0.143802817;0.095578501;0.704585435;0.5175;2018
5536;8.09E-05;0.065741979;0.144178404;0.112854117;0.643485399;0.5185;2018
5537;7.98E-05;0.066209893;0.163098592;0.126555467;0.531253665;0.514;2018
5538;8.07E-05;0.069485294;0.177323944;0.138866826;0.386654157;0.5155;2018
5539;8.40E-05;0.069251337;0.208967136;0.145287265;0.205699543;0.5185;2018
5540;8.54E-05;0.072994652;0.274319249;0.142507281;0.051483523;0.5235;2018
5541;8.54E-05;0.072760695;0.27258216;0.14164681;0.000586373;0.528;2018
5542;8.75E-05;0.073696524;0.286901408;0.143169182;-0.000117275;0.527;2018
5543;9.32E-05;0.072526738;0.339530516;0.138668255;-0.000117275;0.5285;2018
5544;8.92E-05;0.072994652;0.225070423;0.13496161;-0.000117275;0.5445;2018
5545;7.87E-05;0.070889037;0.175633803;0.118281705;-0.000117275;0.55;2018
5546;7.58E-05;0.070187166;0.163521127;0.109809373;-0.000117275;0.5495;2018
5547;7.15E-05;0.068315508;0.154600939;0.1016018;-0.000117275;0.5505;2018
5548;6.93E-05;0.069953209;0.142159624;0.089555203;-0.000117275;0.5505;2018
5549;7.04E-05;0.071122995;0.152535211;0.082406672;-0.000117275;0.5505;2018
5550;7.54E-05;0.071824866;0.159248826;0.075258141;-0.000117275;0.5505;2018
5551;8.01E-05;0.075802139;0.201314554;0.06731533;0.000820922;0.545;2018
5552;8.71E-05;0.082352941;0.257042254;0.065594387;0.045619796;0.54;2018
5553;9.41E-05;0.083054813;0.295164319;0.055798253;0.184472851;0.54;2018
5554;9.92E-05;0.082586898;0.286150235;0.050635425;0.353934561;0.521;2018
5555;0.0001022;0.082118984;0.283239437;0.050569235;0.504984168;0.53;2018
5556;0.00010579;0.08165107;0.293568075;0.05427588;0.60267386;0.525;2018
5557;0.00010783;0.08165107;0.329765258;0.065859147;0.645361792;0.514;2018
5558;0.000105449;0.080481283;0.27600939;0.063939635;0.639967163;0.5195;2018
5559;0.00010411;0.081885027;0.262816901;0.063674874;0.613463117;0.5245;2018
5560;0.000102034;0.081417112;0.264647887;0.066521048;0.537351941;0.5225;2018
5561;0.00010007;0.080715241;0.309201878;0.071220545;0.43063211;0.522;2018
5562;9.92E-05;0.080481283;0.336056338;0.075721472;0.302685587;0.527;2018
5563;0.000100747;0.082118984;0.371455399;0.075920042;0.161252492;0.519;2018
5564;9.92E-05;0.081417112;0.382206573;0.068837702;0.043860678;0.53;2018
5565;9.57E-05;0.08165107;0.359389671;0.078898597;0.000234549;0.539;2018
5566;9.50E-05;0.082118984;0.311267606;0.088827111;-0.000117275;0.5205;2018
5567;9.95E-05;0.082352941;0.349812207;0.088694731;-0.000117275;0.515;2018
5568;9.53E-05;0.082586898;0.2857277;0.082340482;-0.000117275;0.514;2018
5569;8.46E-05;0.07907754;0.224694836;0.073471009;-0.000117275;0.517;2018
5570;8.19E-05;0.078843583;0.196478873;0.067977231;-0.000117275;0.517;2018
5571;7.77E-05;0.078843583;0.166103286;0.06109346;-0.000117275;0.52;2018
5572;7.51E-05;0.079311497;0.161877934;0.05434207;-0.000117275;0.533;2018
5573;7.52E-05;0.080247326;0.162206573;0.050767805;-0.000117275;0.537;2018
5574;7.94E-05;0.07907754;0.173849765;0.049444003;-0.000117275;0.537;2018
5575;8.47E-05;0.082586898;0.224131455;0.048054011;0.000703647;0.5255;2018
5576;9.13E-05;0.08328877;0.25741784;0.044545936;0.044916149;0.5195;2018
5577;9.79E-05;0.082352941;0.259812207;0.030579825;0.194441187;0.515;2018
5578;0.000103018;0.082586898;0.285586854;0.024424146;0.375043978;0.515;2018
5579;0.000105975;0.081417112;0.297793427;0.024556526;0.528439076;0.512;2018
5580;0.000109123;0.081417112;0.26657277;0.02680699;0.629060631;0.5125;2018
5581;0.000110673;0.080481283;0.251643192;0.022306063;0.67268676;0.5035;2018
5582;0.000107824;0.080715241;0.240985915;0.018400847;0.671514014;0.504;2018
5583;0.000107062;0.080481283;0.277699531;0.018136087;0.65486103;0.501;2018
5584;0.000104842;0.080949198;0.285915493;0.018467037;0.599624721;0.5135;2018
5585;0.000102484;0.080481283;0.295915493;0.019724649;0.49419491;0.5045;2018
5586;0.000102198;0.079779412;0.348779343;0.025019857;0.355576404;0.509;2018
5587;0.000103582;0.080013369;0.416244131;0.029057453;0.186349244;0.5115;2018
5588;0.00010076;0.081183155;0.381032864;0.038324067;0.046206169;0.513;2018
5589;9.70E-05;0.081183155;0.342957746;0.056658724;0.000469098;0.5225;2018
5590;9.66E-05;0.081885027;0.29258216;0.084326185;-0.000117275;0.523;2018
5591;0.00010084;0.081885027;0.318169014;0.097498014;-0.000117275;0.526;2018
5592;9.67E-05;0.082118984;0.251079812;0.095710882;-0.000117275;0.5305;2018
5593;8.58E-05;0.080481283;0.192488263;0.08750331;-0.000117275;0.534;2018
5594;8.31E-05;0.079779412;0.169201878;0.08141382;-0.000117275;0.536;2018
5595;7.84E-05;0.080013369;0.168403756;0.072279587;-0.000117275;0.5405;2018
5596;7.58E-05;0.080949198;0.166619718;0.063807254;-0.000117275;0.537;2018
5597;7.61E-05;0.080949198;0.161220657;0.057122055;-0.000117275;0.5415;2018
5598;8.06E-05;0.081885027;0.196431925;0.049576383;-0.000117275;0.538;2018
5599;8.50E-05;0.083990642;0.223521127;0.043089754;0.000703647;0.5375;2018
5600;9.13E-05;0.083990642;0.258169014;0.037595976;0.045267972;0.533;2018
5601;9.84E-05;0.084224599;0.287605634;0.018665608;0.187052891;0.5235;2018
5602;0.000103618;0.083756684;0.324835681;0.008869473;0.357804621;0.513;2018
5603;0.00010706;0.084224599;0.318685446;0.007942812;0.506274188;0.512;2018
5604;0.0001106;0.083756684;0.312676056;0.010193275;0.612290372;0.5225;2018
5605;0.000112692;0.08165107;0.319812207;0.012973259;0.666705758;0.512;2018
5606;0.000110204;0.080949198;0.287089202;0.017871326;0.655330128;0.5085;2018
5607;0.000108747;0.080715241;0.285915493;0.022637014;0.584379031;0.5105;2018
5608;0.000106558;0.080481283;0.294413146;0.028858883;0.518001642;0.509;2018
5609;0.000104602;0.080715241;0.273521127;0.037397405;0.428521168;0.518;2018
5610;0.00010371;0.080949198;0.302065728;0.038059306;0.296704585;0.525;2018
5611;0.000104964;0.081183155;0.403380282;0.041037861;0.155857863;0.528;2018
5612;0.000101921;0.080481283;0.406338028;0.051231136;0.043977952;0.5295;2018
5613;9.81E-05;0.082118984;0.362769953;0.069631983;0.000234549;0.529;2018
5614;9.73E-05;0.081885027;0.310704225;0.090415674;-0.000117275;0.532;2018
5615;0.000101391;0.082586898;0.304929577;0.103852264;-0.000117275;0.531;2018
5616;9.69E-05;0.083054813;0.224553991;0.096438973;-0.000117275;0.5335;2018
5617;8.57E-05;0.083054813;0.184225352;0.077640985;-0.000117275;0.536;2018
5618;8.35E-05;0.080247326;0.173333333;0.057188245;-0.000117275;0.5405;2018
5619;7.91E-05;0.080481283;0.167370892;0.05401112;-0.000117275;0.5385;2018
5620;7.64E-05;0.076971925;0.158591549;0.046266878;-0.000117275;0.539;2018
5621;7.67E-05;0.080247326;0.158732394;0.043685465;-0.000117275;0.539;2018
5622;8.12E-05;0.080247326;0.190046948;0.036934075;-0.000117275;0.538;2018
5623;8.62E-05;0.083054813;0.225446009;0.036934075;0.000586373;0.5385;2018
5624;9.22E-05;0.083990642;0.269671362;0.036867885;0.041397913;0.5295;2018
5625;9.95E-05;0.090307487;0.306525822;0.031638867;0.159962472;0.5195;2018
5626;0.000104013;0.088903743;0.280140845;0.028925073;0.320276768;0.5085;2018
5627;0.000106568;0.089371658;0.26399061;0.031837437;0.457018881;0.5055;2018
5628;0.000110291;0.090541444;0.272441315;0.043619275;0.565263281;0.5095;2018
5629;0.000111363;0.08328877;0.278262911;0.058048716;0.607247567;0.5185;2018
5630;0.000109864;0.081885027;0.246338028;0.081943341;0.606543919;0.5105;2018
5631;0.000108648;0.08165107;0.229248826;0.122716442;0.571009734;0.507;2018
5632;0.000106089;0.081885027;0.237230047;0.163224782;0.513662484;0.504;2018
5633;0.000103334;0.080481283;0.234507042;0.204064072;0.420781048;0.506;2018
5634;0.00010244;0.088903743;0.250751174;0.235901509;0.277823385;0.509;2018
5635;0.000103508;0.081885027;0.319342723;0.225906804;0.144834057;0.514;2018
5636;0.000100625;0.082118984;0.32629108;0.221141117;0.038348774;0.5135;2018
5637;9.76E-05;0.083054813;0.303286385;0.199629335;0.000117275;0.5205;2018
5638;9.59E-05;0.083054813;0.254413146;0.207505957;-0.000117275;0.5235;2018
5639;0.00010048;0.084692513;0.301361502;0.214058777;-0.000117275;0.5335;2018
5640;9.64E-05;0.083756684;0.263286385;0.22312682;-0.000117275;0.537;2018
5641;8.55E-05;0.082820856;0.18084507;0.210285941;-0.000117275;0.544;2018
5642;8.31E-05;0.081885027;0.159906103;0.215051628;-0.000117275;0.545;2018
5643;7.87E-05;0.081183155;0.162910798;0.191752714;-0.000117275;0.543;2018
5644;7.61E-05;0.082118984;0.153333333;0.197842203;-0.000117275;0.539;2018
5645;7.63E-05;0.082352941;0.166807512;0.202343129;-0.000117275;0.539;2018
5646;8.10E-05;0.082118984;0.186901408;0.187648928;-0.000117275;0.5505;2018
5647;8.58E-05;0.084224599;0.252488263;0.178580884;0;0.5505;2018
5648;9.16E-05;0.084692513;0.287934272;0.172491395;0.033892342;0.5515;2018
5649;9.80E-05;0.084224599;0.302394366;0.156870532;0.149173214;0.5485;2018
